IncidentDate,IncidentTime,FlightID,Aircraft,Altitude,Airport,LaserColor,Injury,City,State
27-Oct-18,0346,GTI50,B762,14000,SLC,Green,No,Salt Lake City,Utah
27-Oct-18,0404,SKW5329,E75L,12000,SLC,Green,No,Salt Lake City,Utah
27-Oct-18,0407,AL03,HELO,3000,LAS,Green,No,Las Vegas,Nevada
27-Oct-18,0428,SWA1093,B737,6300,SJC,Green,No,San Jose,California
27-Oct-18,0458,N599TA,LJ45,14000,LFT,Green,No,Lafayette,Louisiana
28-Oct-18,0059,SKW733U,E75L,5500,SLC,Blue,No,Salt Lake City,Utah
28-Oct-18,0110,N349AF,DA40,5000,CXO,Green,No,Houston,Texas
28-Oct-18,0115,DAL8915,B712,18000,JAX,Green,No,Jacksonville,Florida
28-Oct-18,0120,SKW5529,E75L,10000,DEN,Green,No,Denver,Colorado
28-Oct-18,0141,LN381HC,BE20,8000,SLC,white,No,Salt Lake City,Utah
28-Oct-18,0155,N957ES,C172,6500,OKC,Purple,No,Oklahoma City,Oklahoma
28-Oct-18,0215,N634DC,DV20,3500,BHM,Green,No,Birmingham,Alabama
28-Oct-18,0240,N427MM,C56X,2000,FCM,Green,No,Minneapolis,Minnesota
28-Oct-18,0405,JIA5383,CRJ2,5000,BTR,Green,No,Baton Rouge,Louisiana
28-Oct-18,0405,RCH687T,C17,2000,ADW,Green,No,Brandywine,Maryland
28-Oct-18,0405,SWA40,B737,15000,PHX,Green,No,Phoenix,Arizona
28-Oct-18,0500,SKW5338,CRJ2,3000,PSP,Green,No,Palm Springs,Florida
28-Oct-18,0516,N222MC,CL60,1600,PSP,Green,No,Palm Springs,California
28-Oct-18,0750,LN253PC,PC12,3000,APA,Red,No,Denver,Colorado
28-Oct-18,1326,AAL1984,A319,4500,PHX,Green,No,Phoenix,Arizona
29-Oct-18,0013,JBU1865,A320,4000,RSW,Green,No,Fort Myers,Florida
29-Oct-18,0115,LN969MA,BE20,6000,DEN,Green,No,Denver,Colorado
29-Oct-18,0135,N348PC,PC12,5000,SAN,Green,No,San Diego,California
29-Oct-18,0218,UAL398,B738,17000,SLC,Green,No,Salt Lake City,Utah
29-Oct-18,0223,DAL2194,MD88,16000,ATL,Green,No,Atlanta,Georgia
29-Oct-18,0355,ASQ4320,E145,3000,GRK,Green,No,Killeen,Texas
29-Oct-18,0424,ASA1146,A321,6000,AUS,Green,No,Austin,Texas
29-Oct-18,0424,UAL1917,B738,6000,AUS,Green,No,Austin,Texas
29-Oct-18,0438,DAL825,B739,8000,SJC,Green,No,San Jose,California
29-Oct-18,0524,LN900LC,LJ35,2500,SJU,Green,No,San Juan,Puerto Rico
29-Oct-18,1505,ATN7001,763,8000,HNL,Green,No,Honolulu,Hawaii
29-Oct-18,2341,TAC4,HELO,600,PHL,Green,No,Philadelphia,Pennsylvania
30-Oct-18,0018,AWI869A,CRJ2,5000,GSP,Green,No,Spartanburg,South Carolina
30-Oct-18,0045,DAL1897,B739,34000,LEX,Green,No,Lexington,Kentucky
30-Oct-18,0050,NKS403,A320,1000,FLL,Green,No,Fort Lauderdale,Florida
30-Oct-18,0050,UAL230T,B738/L,34000,CRW,Green,No,Charleston,West Virginia
30-Oct-18,0055,RPA4483,E75L/L,34000,CRW,Green,No,Charleston,West Virginia
30-Oct-18,0110,ASH6369,E75L,8000,ELP,Green,No,El Paso,Texas
30-Oct-18,0115,DAL6,B738,7000,SLC,Green,No,Salt Lake City,Utah
30-Oct-18,0142,N65FM,BE30,22000,LFT,Green,No,Lafayette,Louisiana
30-Oct-18,0146,SWA1430,B737,3400,VNY,Green,No,Van Nuys,California
30-Oct-18,0215,BTQ764,PC12,12000,MCK,Green,No,McCook,Nebraska
30-Oct-18,0225,40K3,AS50,2200,ONT,Green,No,Ontario,California
30-Oct-18,0225,KING3,As50,2200,ONT,Green,No,Ontario,California
30-Oct-18,0320,ACA783,B38M,7000,LAX,Green,No,Los Angeles,California
30-Oct-18,0324,DAL906,A321,19000,PHL,Blue,No,Philadelphia,Pennsylvania
30-Oct-18,0354,UAL1735,B739,10000,CCR,Green,No,Concord,California
30-Oct-18,0406,UAL457,B737,27000,CLL,Green,No,College Station,Texas
30-Oct-18,0410,ASH6033,E75L,25000,MCI,Green,No,Kansas City,Missouri
30-Oct-18,0515,N557CP,MD530F,600,CMH,Green,No,Columbus,Ohio
30-Oct-18,1120,SKW4305,CRJ2,6000,DTW,Green,No,Detroit,Michigan
30-Oct-18,1120,SKW4756,CRJ2,6000,DTW,Green,No,Detroit,Michigan
30-Oct-18,1310,UAL734,B739,13500,CCR,Green,No,Concord,California
30-Oct-18,1316,WOLF64,DA42,8000,SLC,Green,No,Salt Lake City,Utah
30-Oct-18,2330,N8108M,PA28,1500,TPA,Green,No,Tampa,Florida
30-Oct-18,2345,JIA5037,CRJ2,8000,SYR,Green,No,Syracuse,New York
31-Oct-18,0013,EDV3342,CRJ9,8000,MSP,Green,No,Minneapolis,Minnesota
31-Oct-18,0128,AIP1849,BE99,6000,SLC,Green,No,Salt Lake City,Utah
31-Oct-18,0130,SIS616,GLF4,6000,HOU,Green,No,Houston,Texas
31-Oct-18,0207,N31RM,TBM9,1500,SGR,Green,No,Sugar Land,Texas
31-Oct-18,0232,LBQ783,PC12,16000,OCF,Green,No,Orlando,Florida
31-Oct-18,0234,JBU801,A320,12000,SLC,Green,No,Salt Lake City,Utah
31-Oct-18,0323,UPS1063,B763,19000,DVK,Green,No,Danville,Kentucky
31-Oct-18,0328,SKW3462,E75S,5500,GEG,Green,No,Spokane,Washington
31-Oct-18,0334,SKW3074,CRJ7,10500,SAF,Green,No,Santa Fe,New Mexico
31-Oct-18,0341,DPS107,HELO,1700,SAT,Green,No,San Antonio,Texas
31-Oct-18,0500,SWA1626,B738,17000,APV,Purple,No,Apple Valley,California
31-Oct-18,0522,N348PC,PC12,1200,NYL,Green,No,Yuma,Arizona
31-Oct-18,0722,ASA828,B738,24000,LIH,Green,No,Lihue,Hawaii
31-Oct-18,0729,ASA839,B738,3000,LIH,Green,No,Lihue,Hawaii
31-Oct-18,0925,UPS972,A306,12000,LAX,Green,No,Los Angeles,California
31-Oct-18,1010,RPA4393,E75S,15000,4NJ7,Green,No,Woodstown,New Jersey
31-Oct-18,1103,FDX1026,B763,15000,ONT,Green,No,Ontario,California
31-Oct-18,1128,LN381HC,BE20,9800,SLC,Green,No,Salt Lake City,Utah
31-Oct-18,2250,EJA530,C68A,4000,PIT,Green,No,Pittsburgh,Pennsylvania
31-Oct-18,2327,N183DC,P28A,4500,HVN,Green,No,Meriden,Connecticut
31-Oct-18,2348,JBU566,A320,2000,FLL,Red,No,Fort Lauderdale,Florida
1-Nov-18,0013,EDV3342,CRJ9,8000,MSP,Green,No,Minneapolis,Minnesota
1-Nov-18,0050,UAL352,B738,7000,HEF,Green,No,Manassas,Virginia
1-Nov-18,0103,KSTATE21,C172,3500,SLN,Green,No,Salina,Kansas
1-Nov-18,0104,RDDL429,C172,4000,DAB,Green,Yes,Daytona Beach,Florida
1-Nov-18,0110,N548M,E135,21000,RST,Green,No,Rochester,Minnesota
1-Nov-18,0111,WBR2105,C208,5000,ORD,Green,No,Chicago,Illinois
1-Nov-18,0123,AWI850A,CRJ2,200,RST,Green,No,Rochester,Minnesota
1-Nov-18,0130,N734XH,C172,7000,LAS,Green,No,Las Vegas,Nevada
1-Nov-18,0155,SWA1330,B737,6200,LAS,Green,No,Las Vegas,Nevada
1-Nov-18,0158,AAL810,A319,2000,MSY,Green,No,New Orleans,Louisiana
1-Nov-18,0203,GRHWK31,V22,9000,LGF,Green,No,Yuma,Arizona
1-Nov-18,0308,SWA534,B737,2000,SNA,Green,No,Santa Ana,California
1-Nov-18,0309,HB1,MD500,1000,SNA,Green,No,Santa Ana,California
1-Nov-18,0330,NIKEL31,F35,2700,NYL,Green,No,Yuma,Arizona
1-Nov-18,0345,UAL706,B38M,13000,CMA,Green,No,Camarillo,California
1-Nov-18,0410,SWA841,B737,10000,DEN,Green,No,Denver,Colorado
1-Nov-18,0430,UAL2036,A320,2000,IAH,Green,No,Houston,Texas
1-Nov-18,0458,HAL141,A332,3000,ITO,Green,No,Hilo,Hawaii
1-Nov-18,0504,N521HB,MD52,1000,SNA,Green,No,Santa Ana,California
1-Nov-18,0609,ASH6245,E175,11000,CLT,Green,No,Charlotte,North Carolina
1-Nov-18,0657,N356SR,H25B,10000,RSW,Green,No,Fort Myers,Florida
1-Nov-18,2324,JBU331,E190,9500,SJU,Green,No,San Juan,Puerto Rico
2-Nov-18,0028,N704LU,C172,4000,LYH,Blue,No,Lynchburg,Virginia
2-Nov-18,0103,DAL2516,B712,12000,STJ,Green,No,St Joseph,Missouri
2-Nov-18,0127,AAL2594,A321,4700,DFW,Green,No,Fort Worth,Texas
2-Nov-18,0140,UAL562,B738,17500,DEN,Green,No,Denver,Colorado
2-Nov-18,0145,JESSE53,C130,1800,STJ,Green,No,St Joseph,Missouri
2-Nov-18,0153,SH079,TEX2,1500,MOB,Green,No,Mobile,Alabama
2-Nov-18,0230,N52KX,C525,10000,PHX,Blue,No,Phoenix,Arizona
2-Nov-18,0234,N810YS,LJ60,1200,SJU,Green,No,San Juan,Puerto Rico
2-Nov-18,0244,AAL2515,B737,UNKN,SJU,Green,No,San Juan,Puerto Rico
2-Nov-18,0338,ASA64,B737,5000,SEA,Green,No,Seattle,Washington
2-Nov-18,0404,ASA1373,A321,6000,SEA,Green,No,Seattle,Washington
2-Nov-18,0407,SKW3479,E75S,5600,BOI,Green,No,Boise,Idaho
2-Nov-18,0550,N478ER,C172,1500,PDX,Green,No,Portland,Oregon
2-Nov-18,0628,SWA1614,B738,9200,SJC,Blue,No,San Jose,California
2-Nov-18,0634,SWA1301,B738,8000,SJC,Blue,No,San Jose,California
2-Nov-18,0900,UAL1916,B737,16000,IAD,Green,No,Dulles,Virginia
3-Nov-18,0000,EJA300,E55P,10000,RSW,Green,No,Fort Myers,Florida
3-Nov-18,0025,RPA4618,E75L,8000,MIA,Green,No,Miami,Florida
3-Nov-18,0038,CJT246,B752,6000,N87,Green,No,Robbinsville,New Jersey
3-Nov-18,0039,LBQ782,BE58,6000,GSO,Green,No,Greensboro,North Carolina
3-Nov-18,0055,SKW3129,CRJ2,2500,MEI,Green,No,Meridian,Mississippi
3-Nov-18,0104,AWI865A,CRJ2/L,20000,AGS,Green,No,Augusta,Georgia
3-Nov-18,0120,ENY3793,E170,2000,SGF,Green,No,Springfield,Missouri
3-Nov-18,0135,SH24,MD500,3000,ITO,Green,No,Hilo,Hawaii
3-Nov-18,0154,SKW5598,E75L,5000,CID,Green,No,Cedar Rapids,Iowa
3-Nov-18,0203,N747BF,C182,4500,ICT,Green,No,Wichita,Kansas
3-Nov-18,0209,N65414,C152,3000,SMF,Green,No,Sacramento,California
3-Nov-18,0234,MSQT421,P28A,3500,IWA,Green,No,Phoenix,Arizona
3-Nov-18,0254,ENY9791,E135,25000,HOB,Green,No,Hobbs,New Mexico
3-Nov-18,0406,N633ER,C172,8200,PRC,Green,No,Prescott,Arizona
3-Nov-18,0406,RDDL33,C172,8200,PRC,Green,No,Prescott,Arizona
3-Nov-18,0636,ASA441,B738,2500,PDX,Green,No,Portland,Oregon
3-Nov-18,2344,RPA4749,E75S,11000,LEX,Green,No,Lexington,Kentucky
4-Nov-18,0006,SWA3019,B737,4000,LOT,Green,No,Romeoville,Illinois
4-Nov-18,0020,LIZZY13,E6/H,6000,FSM,Green,No,Fort Smith,Arkansas
4-Nov-18,0047,PYTHN51,3/F16,10000,MOB,Red,No,Mobile,Alabama
4-Nov-18,0053,PNTHR6,B06,1000,PNS,Green,No,Pensacola,Florida
4-Nov-18,0105,SKW493W,CRJ2,9000,DSD,White,No,Redmond,Oregon
4-Nov-18,0125,SWA3718,B737,8000,PHL,Green,No,Philadelphia,Pennsylvania
4-Nov-18,0217,N737QC,C172,4500,ABE,Green,No,Allentown,Pennsylvania
4-Nov-18,0308,SWA3408,B737,5500,PHX,Green,No,Phoenix,Arizona
4-Nov-18,0358,JIA5696,CRJ9/L,8000,ECP,Green,No,Panama City,Florida
4-Nov-18,0405,N248SE,C25M/L,15000,CVO,Green,No,Corvallis,Oregon
4-Nov-18,0438,UAL1827,B752,8000,SAN,Green,No,San Diego,California
4-Nov-18,0445,N374ME,C206,8200,DVT,Green,No,Phoenix,Arizona
4-Nov-18,0452,SWA5264,B738,3200,SJC,Green,No,San Jose,California
4-Nov-18,2255,AAL2522,B738/L,17000,LGA,Green,No,New York,New York
5-Nov-18,0005,SWA2430,B737/L,3500,HOU,Green,No,Houston,Texas
5-Nov-18,0109,SWA3845,B737,11000,DEN,Green,No,Denver,Colorado
5-Nov-18,0110,FDX509,B77L,4500,PHX,Green,No,Phoenix,Arizona
5-Nov-18,0150,RPA4488,E75S,9000,CMH,Green,No,Columbus,Ohio
5-Nov-18,0151,N25CW,C172,7500,DEN,Green,No,Denver,Colorado
5-Nov-18,0154,AAL887,A319,4000,SAT,Green,No,San Antonio,Texas
5-Nov-18,0154,SWA2984,B737,4000,SAT,Green,No,San Antonio,Texas
5-Nov-18,0156,DAL2833,A320,6500,SLC,Green,No,Salt Lake City,Utah
5-Nov-18,0205,N478ER,C172,3000,PDX,Green,No,Portland,Oregon
5-Nov-18,0237,AAY2187,MD83,10000,MCI,Green,No,Kansas City,Missouri
5-Nov-18,0306,FALCN6,HELO,200,PHX,Green,No,Phoenix,Arizona
5-Nov-18,0317,FLCN6,HELO,2000,PHX,Green,No,Phoenix,Arizona
5-Nov-18,0327,N145SU,EC35,1300,PAO,Green,No,Palo Alto,California
5-Nov-18,0724,AAL344,B738,6500,SLC,Green,No,Salt Lake City,Utah
5-Nov-18,0724,JBU647,A320,6500,SLC,Green,No,Salt Lake City,Utah
5-Nov-18,2300,ASQ260T,E145,1500,ROC,Green,No,Rochester,New York
6-Nov-18,0105,N63977,PA27,6000,HHH,Green or Blue,No,Hilton Head,South Carolina
6-Nov-18,0114,MA24,HELO,2400,LAS,Green,No,Las Vegas,Nevada
6-Nov-18,0115,MHA460,C25A,26000,HRL,Green,No,Harlingen,Texas
6-Nov-18,0120,N15DP,C680/L,41000,SAF,Green,No,Santa Fe,New Mexico
6-Nov-18,0148,N785MM,E190,8000,LAS,Green,No,Las Vegas,Nevada
6-Nov-18,0430,N370SC,CRUZ,6500,SLC,Green,No,Salt Lake City,Utah
6-Nov-18,0449,SKW5216,E75S,1600,OMA,Green,No,Omaha,Nebraska
6-Nov-18,0519,UAL1893,B738,28000,MOD,Green,No,Modesto,California
6-Nov-18,0528,ASA914,B739,12500,APC,Green,No,Napa,California
6-Nov-18,0720,SKW5439,E75S,12500,SJC,Green,No,San Jose,California
6-Nov-18,2340,CNS119,PC12,1800,CAE,Green,No,Columbia,South Carolina
6-Nov-18,2340,N678CS,DA40,1400,CHA,Green,No,Chattanooga,Tennessee
6-Nov-18,2351,RPA6090,E75S,4000,LGA,Green,No,New York,New York
6-Nov-18,2357,RDDL416,C172,2000,DAB,White,No,Daytona Beach,Florida
7-Nov-18,0000,N422SD,LJ45,2300,FWA,Green,No,Fort Wayne,Indiana
7-Nov-18,0201,N784LU,PARR/T,3500,CLT,Green,No,Charlotte,North Carolina
7-Nov-18,0242,N701SP,C172,1400,SEE,Green,No,San Diego,California
7-Nov-18,0247,MT05,HELO,2500,LAS,Red,No,Las Vegas,Nevada
7-Nov-18,0314,SKW5284,CRJ2,4700,CHA,Green,No,Chattanooga,Tennessee
7-Nov-18,0319,ASH6275,E75S,35000,GSP,Green,No,Greenwood,South Carolina
7-Nov-18,0324,MA24,HELO,3000,LAS,Green,No,Las Vegas,Nevada
7-Nov-18,0329,DAL1935,B712,6500,SLC,Green,No,Salt Lake City,Utah
7-Nov-18,0345,N710SP,C172,1400,SAN,Green,No,San Diego,California
7-Nov-18,0535,GJS6294,CRJ2,1800,OMA,Green,No,Omaha,Nebraska
7-Nov-18,0719,AIR20,H500,1400,SDF,Green,No,Louisville,Kentucky
7-Nov-18,0809,SKW3363,E75S,28000,NPA,Green,No,Napa,California
7-Nov-18,2245,N471MR,C172,3500,RJD,Green,No,Ridgley,Maryland
7-Nov-18,2350,JBU1885,E190,6000,PIT,Green,No,Pittsburgh,Pennsylvania
8-Nov-18,0018,BOMR827,TEX2,2000,CRP,Green,No,Corpus Christi,Texas
8-Nov-18,0027,SWA38,B737,3700,SAT,Green,No,San Antonio,Texas
8-Nov-18,0100,RPA4514,E75S,6000,PHL,Green,No,Philadelphia,Pennsylvania
8-Nov-18,0112,PHA29,C172,1500,DAB,Green,No,Daytona Beach,Florida
8-Nov-18,0121,AAL578,A321,7500,PHX,Green,No,Phoenix,Arizona
8-Nov-18,0125,RPA3647,E170,12500,DEN,Green,No,Denver,Colorado
8-Nov-18,0129,UPS2798,B752,36000,CNM,Blue,No,Carlsbad,New Mexico
8-Nov-18,0151,CFS7801,C208,2500,PHX,Green,No,Phoenix,Arizona
8-Nov-18,0152,N80137,C172,2200,ALW,Green,No,Walla Walla,Washington
8-Nov-18,0208,ASA893,B738,7000,SEA,Green,No,Seattle,Washington
8-Nov-18,0218,DAL1760,B712,8500,SLC,Green,No,Salt Lake City,Utah
8-Nov-18,0222,AIP833,B190,8500,SLC,Purple,No,Salt Lake City,Utah
8-Nov-18,0402,N726MM,C172,3000,RAL,Blue,No,Riverside,California
8-Nov-18,0406,LBQ792,PC12,2700,SYR,Green,No,Syracuse,New York
8-Nov-18,0452,UPS1375,B752,19800,SME,Green,No,Somerset,Kentucky
8-Nov-18,0625,FDX1642,A306,110,IND,Green,No,Indianapolis,Indiana
8-Nov-18,0650,MHO808,C208,2500,SAN,Green,No,San Diego,California
8-Nov-18,0929,N34209,C177,3000,MCI,Green,No,Kansas City,Missouri
8-Nov-18,2243,N2932X,P28A,2000,PNE,White,No,Philadelphia,Pennsylvania
9-Nov-18,0016,N571MT,DA40,2000,MQY,White,No,Nashville,Tennessee
9-Nov-18,0025,N18JC,C210,2500,PIT,Green,No,Pittsburgh,Pennsylvania
9-Nov-18,0100,N3063U,C172,2500,BUF,Green,No,Buffalo,New York
9-Nov-18,0110,L922RV,C550,10000,SJU,Green,No,San Juan,Puerto Rico
9-Nov-18,0245,RPA4596,E75S,5500,DSM,Green,No,Des Moines,Iowa
9-Nov-18,0253,N753AW,BE20,4500,SNS,Green,No,Salinas,California
9-Nov-18,0335,N721KM,SR22,5500,CRQ,Blue,No,Carlsbad,California
9-Nov-18,0335,N92LC,C172,5000,SDF,Green,YES,Louisville,Kentucky
9-Nov-18,0355,MSQT831,P28A,5700,TUS,Green,No,Tucson,Arizona
9-Nov-18,0408,N948WB,R22,1000,HNL,Blue,No,Honolulu,Hawaii
9-Nov-18,0418,H948WB,R22,1000,HNL,Blue,No,Honolulu,Hawaii
9-Nov-18,0441,DAL772,MD90,6000,PVD,Blue,No,Providence,Rhode Island
9-Nov-18,0455,CPZ5740,E75S,10500,ABQ,Green,No,Albuquerque,New Mexico
9-Nov-18,0725,DAL1909,B739,5000,SAN,Green,No,San Diego,California
9-Nov-18,0823,SWA1752,B737,4000,PDX,Green,No,Portland,Oregon
9-Nov-18,2310,MTN7112,C208,3500,SJU,Green,No,San Juan,Puerto Rico
10-Nov-18,0130,AAL1045,A321,5000,MMU,Green,No,Morristown,New Jersey
10-Nov-18,0139,SWA1114,B737,10000,HOU,Green,No,Houston,Texas
10-Nov-18,0148,MRA679,C208,2000,IAH,Green,No,Houston,Texas
10-Nov-18,0245,WSN20,PC12,20000,SBP,Green,No,San Luis Obispo,California
10-Nov-18,0253,N85KB,FA20,10000,SGR,Green,No,Sugarland,Texas
10-Nov-18,0438,UAL238,B739,9000,MSP,Blue,No,Minneapolis,Minnesota
10-Nov-18,0445,SWA935,B737,4000,SAT,Green,No,San Antonio,Texas
10-Nov-18,0518,JBU491,A320,1400,LAX,Green,No,Los Angeles,California
10-Nov-18,0538,NKS265,A319,6000,FLL,Green,No,Fort Lauderdale,Florida
10-Nov-18,2310,AMF6902,BE99,4000,SJU,Green,No,San Juan,Puerto Rico
10-Nov-18,2340,ASQ4377,E145,2000,JAX,Green,No,Jacksonville,Florida
11-Nov-18,0015,ASA350,B739,3000,IAH,Red,No,Houston,Texas
11-Nov-18,0127,JBU1198,A320,15000,PHL,Green,No,Philadelphia,Pennsylvania
11-Nov-18,0136,SKW5307,E75L,16000,DEN,Green,No,Denver,Colorado
11-Nov-18,0228,N96602,C182/A,11500,DEN,Green,No,Denver,Colorado
11-Nov-18,0242,ASA633,B739,30000,FLG,Green,No,Flagstaff,Arizona
11-Nov-18,0252,SWA2851,B738,2100,SAN,Green,No,San Diego,California
11-Nov-18,0340,ASQ2874,CRJ7,5000,BTR,Green,No,Baton Rouge,Louisiana
11-Nov-18,0350,N3039F,R22,4000,BOI,Green,No,Boise,Idaho
11-Nov-18,0353,QXE2899,E75L,4000,SEA,Green,No,Seattle,Washington
11-Nov-18,0415,ASA7034,B737,3800,SEA,Green,No,Seattle,Washington
11-Nov-18,0425,SKW5654,CRJ2,1800,LAX,Red or Green,No,Los Angeles,California
11-Nov-18,0443,DAL1723,B712,25000,MAE,Green,No,Madera,California
11-Nov-18,0446,DAL7123,B712,25000,FAT,Green,No,Fresno,California
11-Nov-18,0452,DAL1333,B767,6100,SLC,Green,No,Salt Lake City,Utah
11-Nov-18,0505,EGL1,R66,1500,ONT,Green,No,Ontario,California
11-Nov-18,2325,N110WK,SR22,4500,TYS,Green,No,Knoxville,Tennessee
12-Nov-18,0020,ENY4079,E170/L,32000,EVV,Green,No,Evansville,Indiana
12-Nov-18,0106,CPZ5683,E75S,10000,PHX,Green,No,Phoenix,Arizona
12-Nov-18,0127,UPS9734,A306,8700,SDF,Green,No,Louisville,Kentucky
12-Nov-18,0245,JBU548,E190,2000,HPN,Green,No,White Plains,New York
12-Nov-18,0252,SWA3698,B738,1400,SAN,Green,No,San Diego,California
12-Nov-18,0308,EJM909,E35L,4000,MDW,Green,No,Chicago,Illinois
12-Nov-18,0346,JIA5553,CJ9/L,26000,GSO,Green,No,Greensboro,North Carolina
12-Nov-18,0400,N556CP,HELO,1500,CMH,Green,No,Columbus,Ohio
12-Nov-18,0415,UAL1562,B739,5000,PDX,Green,No,Portland,Oregon
12-Nov-18,0505,SWA5813,B738,16000,SBD,Green,No,San Bernardino,California
12-Nov-18,0550,ASA15,B739,7500,SEA,Green,No,Seattle,Washington
12-Nov-18,2320,SKW3905,E75L/L,10500,SDF,Green,No,Louisville,Kentucky
12-Nov-18,2343,N15222,C172,3000,PGD,Blue,No,Punta Gorda,Florida
12-Nov-18,2358,AAL1308,B752/L,15000,PBI,Green,No,West Palm Beach,Florida
13-Nov-18,0107,N2436Y,PA28,3500,CID,Green,No,Cedar Rapids,Iowa
13-Nov-18,0146,N916LL,E55P,4000,ABE,Green,No,Allentown,Pennsylvania
13-Nov-18,0150,N429M,BE55,1800,SMO,Green,No,Santa Monica,California
13-Nov-18,0322,DAL1491,B757,8000,PIE,Green,No,St Petersburg,Florida
13-Nov-18,0340,DAL41,B752,12000,ONT,Green,No,Ontario,California
13-Nov-18,0416,NKS574,A320,3000,TPA,Blue,No,Tampa,Florida
13-Nov-18,0419,AAL1859,A321,3000,TPA,Blue,No,Tampa,Florida
13-Nov-18,0722,AAL1107,B738,5000,PDX,Green,No,Portland,Oregon
13-Nov-18,1409,ASA941,B738,5000,OAK,Green,No,Oakland,California
13-Nov-18,2300,RDDL437,C172,3500,DAB,Green,No,Daytona Beach,Florida
14-Nov-18,0028,N7667F,PA28,1500,MFE,Green,No,McAllen,Texas
14-Nov-18,0137,N304CK,CL30,2500,LGB,Green,No,Long Beach,California
14-Nov-18,0158,AAL501,A321,5000,LAS,Green,No,Las Vegas,Nevada
14-Nov-18,0220,DAL2887,B739,10000,PHX,Green,No,Phoenix,Arizona
14-Nov-18,0242,N60603,C172,1200,ORD,Green,No,Chicago,Illinois
14-Nov-18,0245,DAL866,B712,4000,ORD,Green,No,Chicago,Illinois
14-Nov-18,0248,AAL1507,A321,10000,DFW,Green,No,Dallas,Texas
14-Nov-18,0300,SWA652,B737,3300,ONT,Green,No,Ontario,California
14-Nov-18,0308,N7425T,HELO,3000,RDM,Green,No,Redmond,Oregon
14-Nov-18,0325,CHN61,C255,6000,LAS,Green,No,Las Vegas,Nevada
14-Nov-18,0330,UAL2303,B739,10000,SAN,Green,No,San Diego,California
14-Nov-18,0446,ASQ4017,E145,1000,BRO,Green,No,Brownsville,Texas
14-Nov-18,0450,SKW4307,CRJ2,14000,COS,Green,No,Colorado Springs,Colorado
14-Nov-18,0505,DRAGN04,P8,10000,FCA,Green,No,Flathead,California
14-Nov-18,0535,SWA1137,B737,5000,LAX,Green,No,Los Angeles,California
14-Nov-18,0545,N478CA,C172,5500,DLO,Green,No,Delano,California
15-Nov-18,0005,UAL2003,B739,9000,ORD,Green,No,Chicago,Illinois
15-Nov-18,0042,N821GT,SR22,9000,MDW,Green,No,Chicago,Illinois
15-Nov-18,0045,SWA280,B737,6500,ABQ,Green,No,Albuquerque,New Mexico
15-Nov-18,0118,EJA525,C68A,12000,OKC,Blue,No,Oklahoma City,Oklahoma
15-Nov-18,0122,N767CL,C172,2000,LGB,Green,No,Long Beach,California
15-Nov-18,0127,CPZ6008,E170,2700,LAX,Green,No,Los Angeles,California
15-Nov-18,0137,SKW3716,E175,4000,LGA,Green,No,New York,New York
15-Nov-18,0158,UPS2926,B752,3500,ONT,Green,No,Ontario,California
15-Nov-18,0205,AWI3855,CRJ2,4000,CHO,Blue,No,Charlottesville,Virginia
15-Nov-18,0210,PCM7655,C208,5000,EMT,Green,No,El Monte,California
15-Nov-18,0220,MED27,HELO,2500,RIV,Green,No,Riverside,California
15-Nov-18,0223,ASA392,B739,11000,PSP,Green,No,Palm Springs,California
15-Nov-18,0226,SWA741,B737,8000,ABQ,Green,No,Albuquerque,New Mexico
15-Nov-18,0230,POLICE2,HELO,1500,TUL,Green,No,Tulsa,Oklahoma
15-Nov-18,0334,SWA2239,B738,8000,MSP,Green,No,Minneapolis,Minnesota
15-Nov-18,0400,N370QS,C680,7000,HOU,Green,No,Houston,Texas
15-Nov-18,0425,ASA443,B737,2000,SEA,Green,No,Seattle,Washington
15-Nov-18,0450,SKW586G,CRJ2,11500,PSP,Green,No,Palm Springs,California
15-Nov-18,0500,WOLF11,DV20,6500,PVU,Green,No,Provo,Utah
15-Nov-18,0617,SWA2007,B737,9000,DEN,Blue,No,Denver,Colorado
15-Nov-18,1200,QTR703,A359,1400,JFK,Red,No,New York   ,New York
16-Nov-18,0043,N142UD,C172,6000,TNU,Green,No,Newton,Iowa
16-Nov-18,0100,G0888,H47,2000,OKC,Green,No,Oklahoma City,Oklahoma
16-Nov-18,0140,N1302Q,C150,3500,CRP,Green,No,Corpus Christi,Texas
16-Nov-18,0154,RPA5933,E175,3000,PIT,Green,No,Pittsburgh,Pennsylvania
16-Nov-18,0218,ASH6151,E75L,8000,DSM,Green,No,Des Moines,Iowa
16-Nov-18,0238,N315EF,P28A,3000,ONT,Green,No,Ontario,California
16-Nov-18,0248,UAL435,B752,2200,LAX,Green,No,Los Angeles,California
16-Nov-18,0340,HAL40,A21N,1000,PDX,Blue,No,Portland,Oregon
16-Nov-18,0414,N53023,C172,4000,TPA,Green,No,Tampa,Florida
16-Nov-18,0522,N9936V,C172,7000,RDM,Green,No,Redmond,Oregon
16-Nov-18,0715,AAL1851,A320,6000,TUS,Green,No,Tucson,Arizona
16-Nov-18,0829,QXE2112,DH8D,4000,PSC,Green,No,Pasco,Washington
17-Nov-18,0034,N17SJ,C172,3000,HOU,Green,No,Houston,Texas
17-Nov-18,0035,SKW3122,CRJ2,7000,CHO,Blue,No,Charlottesville,Virginia
